,beat_pitch
289,"[[(1, 66), (2, 62), (3, 64), (4, 66), (5, 67), (7, 67), (9, 65), (11, 63), (12, 60)], [(1, 66), (3, 67), (4, 69), (5, 71), (7, 72), (9, 71), (11, 67), (12, 70)], [(1, 66), (4, 64), (5, 65), (7, 69), (8, 67), (9, 71), (11, 74), (12, 73)], [(1, 66), (3, 69), (5, 69), (7, 69), (8, 66), (9, 67), (11, 65), (12, 69)], [(1, 66), (3, 69), (4, 67), (5, 66), (7, 64), (8, 65), (9, 62), (11, 81)], [(1, 66), (2, 67), (3, 71), (4, 69), (5, 71), (7, 71), (8, 69), (9, 67), (11, 69), (12, 67)], [(1, 66), (3, 64), (4, 61), (5, 62), (7, 64), (8, 67), (9, 72), (11, 69)], [(1, 66), (2, 74), (3, 72), (4, 71), (5, 69), (7, 71), (8, 72), (9, 71)]]"
290,"[[(1, 59), (5, 64), (7, 79), (8, 77), (9, 76)], [(1, 59), (3, 59), (5, 67), (7, 71), (8, 69), (9, 70)], [(1, 59), (3, 74), (5, 74), (7, 71), (8, 72), (9, 71), (11, 68)], [(1, 59), (3, 59), (5, 57), (7, 57), (8, 60), (9, 59), (11, 55), (12, 60)], [(1, 59), (3, 59), (5, 67), (7, 83), (8, 80), (9, 80), (11, 81), (12, 77)], [(1, 59), (3, 59), (5, 60), (7, 63), (8, 67), (9, 71), (11, 69), (12, 67)], [(1, 59), (3, 59), (5, 67), (9, 55), (11, 71), (12, 72)], [(1, 59), (3, 74), (5, 74), (6, 72), (7, 69), (9, 69), (11, 72), (12, 71)]]"
291,"[[(1, 67), (3, 76), (4, 72), (5, 72), (7, 72), (8, 71), (9, 72), (10, 69)], [(1, 67), (3, 69), (4, 70), (5, 67), (7, 67), (8, 66), (9, 69)], [(1, 67), (3, 66), (4, 67), (5, 69), (7, 74), (8, 73), (9, 74)], [(1, 67), (3, 71), (5, 72), (7, 69), (8, 62), (9, 60), (11, 64)], [(1, 67), (3, 66), (4, 69), (5, 79), (7, 76), (8, 72), (9, 71), (11, 69)], [(1, 67), (3, 66), (4, 69), (5, 70), (6, 74), (7, 72), (8, 64), (9, 62)], [(1, 67), (3, 69), (4, 72), (5, 71), (6, 74), (7, 71), (8, 72), (9, 71)], [(1, 67), (3, 71), (4, 74), (5, 72), (6, 71), (7, 74), (8, 72), (9, 74), (11, 74)]]"
292,"[[(1, 64), (3, 68), (4, 71), (5, 69), (6, 67), (7, 69), (9, 72), (10, 71), (11, 69), (12, 71)], [(1, 64), (2, 62), (3, 64), (4, 67), (5, 69), (7, 73), (9, 73), (11, 71), (12, 69)], [(1, 64), (3, 72), (4, 72), (5, 70), (9, 58), (11, 58), (12, 57)], [(1, 64), (2, 67), (3, 69), (4, 66), (5, 67), (7, 62), (9, 62), (11, 62), (12, 67)], [(1, 64), (2, 67), (3, 66), (4, 67), (5, 65), (7, 64), (8, 66), (9, 67), (11, 64)], [(1, 64), (3, 67), (4, 69), (5, 71), (7, 71), (8, 72), (9, 71), (11, 69), (12, 70)], [(1, 64), (2, 69), (3, 65), (4, 62), (5, 61), (7, 62), (8, 60), (9, 58), (11, 55)], [(1, 64), (2, 67), (3, 65), (4, 67), (5, 66), (6, 67), (7, 69), (8, 72), (9, 71), (11, 69), (12, 67)]]"
293,"[[(1, 79), (2, 82), (3, 81), (5, 81), (7, 79), (8, 77), (9, 79), (10, 81)], [(1, 79), (2, 76), (3, 78), (4, 81), (5, 82), (7, 81), (8, 79), (9, 78)], [(1, 79), (3, 81), (4, 79), (5, 77), (7, 76), (8, 74), (9, 74), (11, 59), (12, 60)], [(1, 79), (2, 77), (3, 76), (4, 78), (5, 81), (7, 81), (8, 82), (9, 81), (11, 77), (12, 74)], [(1, 79), (3, 78), (4, 74), (5, 76), (7, 73), (8, 71), (9, 69), (11, 67), (12, 67)], [(1, 79), (5, 70), (7, 65), (8, 70), (9, 72), (11, 72), (12, 75)], [(1, 79), (3, 81), (5, 81), (7, 79), (8, 76), (9, 71), (11, 79), (12, 75)], [(1, 79), (3, 79), (5, 74), (7, 71), (8, 72), (9, 71), (11, 69), (12, 67)]]"
294,"[[(1, 75), (2, 74), (3, 72), (4, 70), (5, 67), (7, 65), (9, 64), (11, 67)], [(1, 75), (2, 76), (3, 77), (4, 81), (5, 79), (7, 81), (8, 83), (9, 85), (11, 85), (12, 81)], [(1, 75), (3, 74), (4, 72), (5, 72), (7, 74), (8, 76), (9, 81), (11, 81), (12, 77)], [(1, 75), (2, 82), (3, 81), (4, 79), (5, 83), (6, 79), (7, 81), (8, 83), (9, 83), (11, 74), (12, 72)], [(1, 75), (2, 74), (3, 76), (4, 77), (5, 70), (6, 69), (7, 67), (8, 66), (9, 69), (11, 71)], [(1, 75), (2, 78), (3, 76), (4, 74), (5, 76), (7, 75), (8, 77), (9, 76)], [(1, 75), (2, 76), (3, 77), (4, 81), (5, 79), (7, 75), (8, 77), (9, 76), (11, 79), (12, 78)], [(1, 75), (2, 74), (3, 72), (4, 74), (5, 76), (7, 76), (8, 79), (9, 81), (11, 78), (12, 69)]]"
295,"[[(1, 76), (5, 69), (7, 67), (9, 65)], [(1, 76), (5, 76), (7, 71), (9, 72)], [(1, 76), (5, 74), (7, 79), (8, 77), (9, 81)], [(1, 76), (5, 81), (7, 71), (8, 68), (9, 68), (10, 67)], [(1, 76), (5, 81), (7, 76), (8, 72), (9, 75), (11, 72)], [(1, 76), (3, 76), (4, 79), (5, 77), (7, 74), (8, 72), (9, 74), (11, 76)], [(1, 76), (3, 69), (4, 70), (5, 70), (6, 72), (7, 70), (8, 72), (9, 74)], [(1, 76), (3, 78), (4, 79), (5, 79), (6, 76), (7, 77), (8, 76), (9, 74)]]"
296,"[[(1, 67), (3, 74), (5, 64), (7, 73), (8, 74), (9, 74), (10, 72)], [(1, 67), (3, 66), (4, 69), (5, 69), (6, 70), (7, 68), (8, 71), (9, 72), (10, 71)], [(1, 67), (3, 69), (4, 73), (5, 74), (7, 72), (8, 74), (9, 76), (10, 74), (11, 73)], [(1, 67), (3, 67), (4, 70), (5, 69), (7, 67), (8, 71), (9, 69)], [(1, 67), (3, 72), (5, 72), (7, 71), (8, 72), (9, 71)], [(1, 67), (3, 71), (5, 78), (7, 81), (8, 79), (9, 77), (11, 76), (12, 78)], [(1, 67), (4, 74), (5, 72), (7, 71), (8, 72), (9, 63), (11, 62), (12, 66)], [(1, 67), (3, 76), (5, 76), (7, 79), (8, 78), (9, 79), (11, 78), (12, 76)]]"
297,"[[(1, 81), (2, 79), (3, 77), (4, 81), (5, 79), (7, 78), (9, 81), (11, 77), (12, 75)], [(1, 81), (3, 66), (4, 67), (5, 66), (7, 81), (9, 81), (11, 79)], [(1, 81), (3, 81), (4, 77), (5, 81), (7, 76), (9, 69), (11, 67)], [(1, 81), (3, 79), (4, 77), (5, 74), (7, 74), (9, 76)], [(1, 81), (2, 79), (3, 78), (4, 76), (5, 78), (7, 79), (8, 77), (9, 74)], [(1, 81), (2, 83), (3, 81), (5, 83), (7, 79), (8, 77), (9, 76)], [(1, 81), (2, 79), (3, 81), (4, 78), (5, 81), (7, 79), (8, 76), (9, 81)], [(1, 81), (2, 80), (3, 81), (4, 79), (5, 74), (7, 78), (9, 79)]]"
298,"[[(1, 78), (3, 78), (4, 76), (5, 76), (6, 74), (7, 77), (9, 76), (11, 73)], [(1, 78), (3, 79), (4, 81), (5, 79), (6, 76), (7, 77), (9, 82), (11, 75)], [(1, 78), (3, 78), (5, 78), (6, 74), (7, 76), (8, 74), (9, 72), (11, 70)], [(1, 78), (3, 76), (5, 79), (7, 78), (8, 79), (9, 76)], [(1, 78), (3, 74), (4, 73), (5, 72), (7, 71), (8, 74), (9, 72)], [(1, 78), (3, 74), (4, 73), (5, 71), (6, 72), (7, 69), (8, 62), (9, 60)], [(1, 78), (2, 76), (3, 77), (4, 81), (5, 79), (6, 77), (7, 76), (9, 78)], [(1, 78), (2, 79), (3, 78), (4, 74), (5, 76), (7, 72), (8, 69), (9, 70)]]"
299,"[[(1, 74), (4, 76), (5, 74), (9, 62), (10, 60)], [(1, 74), (5, 69), (9, 57), (10, 64)], [(1, 74), (3, 78), (5, 79), (9, 74), (10, 72)], [(1, 74), (3, 78), (5, 72), (7, 71), (9, 72), (10, 79)], [(1, 74), (3, 76), (5, 77), (7, 74), (9, 74)], [(1, 74), (3, 86), (5, 86), (7, 86), (9, 88)], [(1, 74), (3, 76), (5, 69), (9, 57)], [(1, 74), (3, 79), (4, 81), (5, 77), (9, 65)]]"
300,"[[(1, 67), (4, 72), (5, 67), (7, 69), (8, 72), (9, 71), (10, 67)], [(1, 67), (2, 70), (3, 74), (4, 72), (5, 72), (7, 74), (8, 71), (9, 69), (10, 66)], [(1, 67), (2, 72), (3, 77), (5, 76), (7, 74), (8, 71), (9, 69)], [(1, 67), (3, 69), (4, 65), (5, 64), (7, 79), (8, 74), (9, 74)], [(1, 67), (3, 71), (4, 67), (5, 64), (7, 68), (8, 70), (9, 67)], [(1, 67), (3, 79), (4, 77), (5, 81), (7, 79), (8, 71), (9, 69)], [(1, 67), (3, 70), (4, 67), (5, 64), (6, 65), (7, 67), (8, 71), (9, 72)], [(1, 67), (2, 69), (3, 72), (4, 74), (5, 72), (7, 69), (8, 72), (9, 77)]]"
301,"[[(1, 74), (3, 73), (4, 74), (5, 78), (7, 81), (9, 79), (10, 82), (11, 81), (12, 79)], [(1, 74), (3, 78), (4, 74), (5, 76), (6, 74), (7, 75), (9, 65), (11, 67), (12, 64)], [(1, 74), (3, 73), (4, 74), (5, 76), (7, 79), (9, 78), (11, 76), (12, 74)], [(1, 74), (3, 69), (4, 67), (5, 67), (9, 65), (11, 62), (12, 60)], [(1, 74), (3, 78), (4, 76), (5, 67), (9, 55), (11, 71)], [(1, 74), (3, 74), (4, 72), (5, 74), (11, 72)], [(1, 74), (3, 73), (4, 72), (5, 69), (9, 69), (11, 69), (12, 67)], [(1, 74), (3, 74), (4, 72), (5, 69), (9, 69), (11, 62), (12, 63)]]"
302,"[[(1, 74), (3, 73), (4, 69), (5, 67), (9, 55), (11, 71)], [(1, 74), (3, 74), (4, 76), (5, 74), (9, 62)], [(1, 74), (3, 76), (4, 72), (5, 72), (9, 74)], [(1, 74), (3, 71), (4, 72), (5, 71), (9, 72)], [(1, 74), (3, 78), (4, 80), (5, 78), (8, 76), (9, 74), (10, 72)], [(1, 74), (3, 74), (4, 76), (5, 77), (7, 81), (8, 77), (9, 76)], [(1, 74), (3, 78), (4, 76), (5, 74), (7, 78), (8, 80), (9, 81), (11, 77)], [(1, 74), (3, 79), (4, 78), (5, 74), (7, 70), (8, 69), (9, 69)]]"
303,"[[(1, 81), (3, 77), (5, 77), (9, 74)], [(1, 81), (3, 79), (4, 83), (5, 84), (9, 84)], [(1, 81), (3, 77), (4, 81), (5, 76), (7, 72), (9, 71)], [(1, 81), (2, 79), (3, 76), (4, 71), (5, 71), (7, 74), (9, 73)], [(1, 81), (3, 76), (4, 77), (5, 70), (6, 69), (7, 70), (9, 67)], [(1, 81), (3, 82), (4, 81), (5, 79), (6, 77), (7, 76), (9, 76), (11, 72)], [(1, 81), (3, 77), (4, 74), (5, 72), (6, 76), (7, 74), (8, 71), (9, 67), (11, 65), (12, 62)], [(1, 81), (3, 79), (5, 71), (6, 72), (7, 71), (8, 73), (9, 71), (11, 69)]]"
304,"[[(1, 72), (2, 74), (3, 74), (4, 73), (5, 74), (9, 72), (11, 71), (12, 69)], [(1, 72), (2, 74), (3, 72), (4, 69), (5, 72), (9, 70)], [(1, 72), (2, 74), (3, 73), (4, 74), (5, 72), (7, 74), (8, 73), (9, 74)], [(1, 72), (2, 74), (3, 72), (4, 72), (5, 72), (7, 71), (8, 72), (9, 62)], [(1, 72), (2, 71), (3, 69), (4, 71), (5, 69), (6, 71), (7, 69), (8, 73), (9, 74)], [(1, 72), (3, 72), (4, 76), (5, 74), (6, 72), (7, 70), (8, 69), (9, 71)], [(1, 72), (3, 72), (4, 70), (5, 74), (7, 74), (8, 69), (9, 67), (11, 64), (12, 57)], [(1, 72), (3, 71), (4, 67), (5, 69), (7, 72), (8, 69), (9, 67), (11, 71), (12, 74)]]"
305,"[[(1, 62), (3, 62), (4, 67), (5, 69), (6, 67), (7, 71), (8, 73), (9, 74)], [(1, 62), (3, 62), (5, 57), (6, 59), (7, 60), (9, 58)], [(1, 62), (2, 65), (3, 72), (5, 70), (6, 69), (7, 66), (8, 62), (9, 61)], [(1, 62), (2, 67), (3, 69), (4, 71), (5, 72), (7, 71), (8, 69), (9, 67)], [(1, 62), (2, 66), (3, 67), (4, 66), (5, 67), (7, 67), (8, 71), (9, 72)], [(1, 62), (3, 67), (5, 69), (7, 69), (8, 70), (9, 72)], [(1, 62), (3, 76), (5, 76), (6, 77), (7, 76), (8, 73), (9, 74)], [(1, 62), (4, 66), (5, 66), (6, 67), (7, 66), (8, 69), (9, 74)]]"
306,"[[(1, 74), (4, 77), (5, 76), (7, 76), (8, 79), (9, 81), (11, 74)], [(1, 74), (3, 76), (4, 77), (5, 79), (7, 79), (8, 77), (9, 70), (11, 79), (12, 74)], [(1, 74), (3, 78), (4, 74), (5, 79), (7, 78), (8, 81), (9, 77)], [(1, 74), (3, 79), (4, 79), (5, 81), (7, 79), (9, 79)], [(1, 74), (3, 74), (4, 76), (5, 77), (9, 76)], [(1, 74), (3, 73), (4, 76), (5, 74), (7, 72), (9, 72)], [(1, 74), (2, 78), (3, 76), (4, 78), (5, 79), (7, 83), (9, 81), (11, 79)], [(1, 74), (2, 77), (3, 82), (4, 81), (5, 71), (6, 69), (7, 70), (8, 69), (9, 65), (11, 67)]]"
307,"[[(1, 65), (3, 67), (4, 62), (5, 63), (6, 62), (7, 69), (8, 65), (9, 57), (10, 69)], [(1, 65), (3, 69), (4, 68), (5, 69), (7, 71), (8, 69), (9, 67)], [(1, 65), (3, 63), (4, 65), (5, 65), (7, 68), (8, 70), (9, 72)], [(1, 65), (3, 65), (4, 64), (5, 60), (7, 62), (9, 62), (11, 62)], [(1, 65), (3, 69), (4, 70), (5, 65), (7, 64), (9, 81), (11, 73), (12, 69)], [(1, 65), (3, 65), (4, 64), (5, 65), (7, 65), (9, 67)], [(1, 65), (3, 67), (4, 69), (5, 71), (6, 69), (7, 70), (9, 79)], [(1, 65), (3, 69), (4, 67), (5, 62), (6, 66), (7, 69), (8, 67), (9, 62), (11, 60)]]"
308,"[[(1, 76), (3, 76), (4, 79), (5, 77), (7, 81), (9, 77)], [(1, 76), (3, 74), (5, 76), (7, 79), (9, 81)], [(1, 76), (3, 77), (5, 76), (6, 79), (7, 83), (9, 81)], [(1, 76), (3, 79), (5, 81), (6, 80), (7, 83), (8, 80), (9, 81)], [(1, 76), (3, 72), (4, 71), (5, 71), (6, 67), (7, 70), (8, 69), (9, 71), (11, 71)], [(1, 76), (3, 72), (4, 69), (5, 64), (7, 62), (8, 66), (9, 64), (11, 60)], [(1, 76), (2, 74), (3, 73), (4, 71), (5, 74), (7, 76), (8, 74), (9, 70)], [(1, 76), (3, 78), (4, 81), (5, 82), (7, 81), (9, 77)]]"
309,"[[(1, 72), (2, 74), (3, 72), (4, 74), (5, 72), (9, 74), (11, 74), (12, 71)], [(1, 72), (2, 70), (3, 74), (4, 77), (5, 79), (7, 79), (8, 74), (9, 70), (11, 82), (12, 79)], [(1, 72), (3, 71), (4, 72), (5, 74), (7, 72), (8, 75), (9, 74), (11, 74), (12, 72)], [(1, 72), (2, 71), (3, 74), (5, 74), (7, 73), (8, 76), (9, 78), (11, 76), (12, 74)], [(1, 72), (2, 71), (3, 72), (4, 69), (5, 70), (6, 77), (7, 76), (8, 73), (9, 71), (11, 67), (12, 64)], [(1, 72), (3, 72), (4, 75), (5, 74), (6, 76), (7, 79), (8, 69), (9, 72)], [(1, 72), (3, 72), (5, 76), (7, 79), (8, 76), (9, 74)], [(1, 72), (5, 64), (7, 69), (8, 67), (9, 65)]]"
310,"[[(1, 74), (5, 74), (7, 79), (9, 79)], [(1, 74), (3, 71), (5, 72), (7, 74), (9, 72)], [(1, 74), (3, 74), (5, 74), (7, 72), (9, 80)], [(1, 74), (3, 76), (4, 78), (5, 76), (7, 74), (9, 72)], [(1, 74), (3, 74), (4, 73), (5, 69), (7, 67), (8, 70), (9, 69), (10, 65)], [(1, 74), (3, 74), (4, 75), (5, 76), (7, 81), (8, 79), (9, 72)], [(1, 74), (3, 73), (4, 71), (5, 72), (7, 70), (8, 67), (9, 69)], [(1, 74), (2, 76), (3, 72), (4, 70), (5, 65), (7, 70), (9, 69)]]"
311,"[[(1, 69), (2, 71), (3, 69), (4, 66), (5, 67), (7, 70), (8, 69), (9, 74), (10, 76)], [(1, 69), (3, 67), (4, 66), (5, 67), (7, 69), (8, 67), (9, 66)], [(1, 69), (4, 67), (5, 69), (7, 69), (8, 70), (9, 67), (11, 66)], [(1, 69), (3, 69), (5, 73), (7, 76), (8, 74), (9, 72), (11, 70)], [(1, 69), (3, 72), (4, 71), (5, 79), (7, 76), (8, 77), (9, 79)], [(1, 69), (3, 67), (4, 71), (5, 69), (7, 71), (8, 72), (9, 71)], [(1, 69), (3, 67), (4, 66), (5, 67), (7, 62), (8, 67), (9, 71), (11, 74), (12, 76)], [(1, 69), (3, 74), (5, 72), (6, 70), (7, 69), (8, 70), (9, 72), (11, 69), (12, 67)]]"
312,"[[(1, 66), (3, 64), (4, 62), (5, 63), (9, 65)], [(1, 66), (2, 62), (3, 64), (4, 66), (5, 67), (9, 67)], [(1, 66), (2, 67), (3, 66), (4, 69), (5, 74), (7, 72), (8, 74), (9, 72)], [(1, 66), (3, 64), (4, 61), (5, 62), (6, 70), (7, 72), (8, 77), (9, 79)], [(1, 66), (3, 64), (4, 67), (5, 71), (6, 74), (7, 71), (8, 69), (9, 70)], [(1, 66), (2, 62), (3, 67), (4, 66), (5, 67), (6, 69), (7, 72), (8, 70), (9, 69), (10, 73)], [(1, 66), (3, 69), (4, 66), (5, 67), (7, 71), (8, 74), (9, 72), (10, 71)], [(1, 66), (3, 64), (5, 64), (7, 81), (8, 78), (9, 76)]]"
313,"[[(1, 71), (2, 74), (3, 76), (4, 74), (5, 76), (7, 79), (8, 77), (9, 76), (11, 77)], [(1, 71), (3, 69), (5, 71), (7, 71), (8, 69), (9, 74), (11, 75)], [(1, 71), (3, 81), (5, 74), (7, 76), (8, 79), (9, 83), (11, 85), (12, 81)], [(1, 71), (2, 67), (3, 69), (4, 71), (5, 73), (7, 74), (8, 71), (9, 72), (11, 77), (12, 79)], [(1, 71), (2, 72), (3, 71), (4, 68), (5, 67), (9, 55), (11, 71), (12, 74)], [(1, 71), (2, 72), (3, 76), (4, 78), (5, 83), (6, 81), (7, 79), (9, 79), (11, 83), (12, 79)], [(1, 71), (3, 71), (4, 67), (5, 71), (6, 67), (7, 71), (8, 68), (9, 69), (11, 72), (12, 74)], [(1, 71), (3, 71), (4, 74), (5, 76), (6, 77), (7, 74), (8, 77), (9, 79)]]"
314,"[[(1, 72), (2, 74), (3, 76), (5, 72), (7, 70), (8, 69), (9, 79)], [(1, 72), (3, 57), (5, 57), (6, 64), (7, 62), (8, 67), (9, 74)], [(1, 72), (5, 71), (6, 69), (7, 70), (8, 72), (9, 74)], [(1, 72), (3, 74), (5, 76), (6, 72), (7, 71), (8, 69), (9, 67), (11, 70)], [(1, 72), (3, 71), (4, 73), (5, 73), (7, 71), (8, 69), (9, 71), (11, 74)], [(1, 72), (2, 71), (3, 69), (4, 72), (5, 74), (7, 77), (8, 76), (9, 74), (11, 76)], [(1, 72), (2, 71), (3, 69), (4, 72), (5, 69), (6, 72), (7, 71), (8, 69), (9, 74), (11, 76), (12, 79)], [(1, 72), (2, 71), (3, 73), (4, 74), (5, 72), (7, 76), (8, 79), (9, 62), (11, 58), (12, 60)]]"
315,"[[(1, 77), (4, 74), (5, 79), (7, 79), (8, 76), (9, 76), (11, 74)], [(1, 77), (5, 72), (6, 70), (7, 67), (8, 70), (9, 74), (11, 79)], [(1, 77), (3, 79), (4, 83), (5, 81), (6, 79), (7, 76), (8, 78), (9, 74), (11, 77)], [(1, 77), (2, 72), (3, 70), (4, 69), (5, 67), (6, 66), (7, 67), (8, 71), (9, 69)], [(1, 77), (2, 76), (3, 74), (4, 69), (5, 67), (7, 62), (8, 60), (9, 58), (11, 55)], [(1, 77), (2, 76), (3, 77), (4, 81), (5, 82), (6, 77), (7, 76), (8, 73), (9, 74), (10, 72), (11, 70), (12, 72)], [(1, 77), (2, 79), (3, 81), (4, 77), (5, 81), (7, 79), (8, 77), (9, 79), (12, 83)], [(1, 77), (2, 76), (3, 77), (4, 81), (5, 79), (7, 81), (8, 79), (9, 81), (10, 79)]]"
316,"[[(1, 71), (3, 55), (4, 59), (5, 57), (7, 73), (9, 69), (11, 69), (12, 73)], [(1, 71), (3, 74), (5, 76), (7, 79), (8, 82), (9, 81), (11, 77), (12, 81)], [(1, 71), (5, 76), (6, 74), (7, 76), (8, 74), (9, 76), (11, 74), (12, 72)], [(1, 71), (5, 69), (7, 72), (8, 71), (9, 74), (11, 74), (12, 72)], [(1, 71), (4, 74), (5, 76), (7, 76), (8, 74), (9, 72), (11, 70)], [(1, 71), (3, 71), (4, 72), (5, 72), (7, 70), (8, 72), (9, 72)], [(1, 71), (3, 71), (4, 72), (5, 72), (7, 71), (9, 67)], [(1, 71), (3, 74), (4, 77), (5, 75), (7, 74), (8, 71), (9, 72)]]"
317,"[[(1, 69), (3, 68), (4, 71), (5, 74), (9, 81), (11, 73), (12, 69)], [(1, 69), (5, 69), (9, 57), (11, 66), (12, 64)], [(1, 69), (2, 67), (3, 69), (5, 74), (9, 74), (11, 74), (12, 76)], [(1, 69), (3, 74), (4, 72), (5, 72), (9, 69), (11, 69), (12, 67)], [(1, 69), (2, 71), (3, 72), (4, 74), (5, 76), (9, 72), (11, 71), (12, 73)], [(1, 69), (3, 73), (5, 74), (9, 72), (11, 74), (12, 71)], [(1, 69), (3, 67), (4, 66), (5, 67), (9, 55), (11, 71), (12, 69)], [(1, 69), (3, 69), (4, 71), (5, 70), (7, 77), (8, 77), (9, 79), (11, 76), (12, 74)]]"
318,"[[(1, 67), (2, 69), (3, 71), (4, 72), (5, 71), (7, 71), (9, 74), (11, 82), (12, 79)], [(1, 67), (3, 66), (4, 69), (5, 68), (7, 69), (9, 67), (11, 70), (12, 69)], [(1, 67), (3, 66), (5, 67), (9, 55), (11, 71), (12, 74)], [(1, 67), (3, 71), (5, 69), (7, 79), (8, 77), (9, 79), (11, 81), (12, 79)], [(1, 67), (2, 66), (3, 67), (5, 71), (7, 71), (8, 73), (9, 74), (10, 76), (11, 73), (12, 74)], [(1, 67), (2, 69), (3, 71), (4, 72), (5, 74), (7, 77), (8, 79), (9, 77), (11, 81), (12, 79)], [(1, 67), (3, 69), (4, 71), (5, 64), (7, 64), (8, 66), (9, 64), (11, 62), (12, 63)], [(1, 67), (2, 71), (3, 72), (4, 70), (5, 72), (7, 70), (8, 72), (9, 74), (10, 73), (11, 74), (12, 77)]]"
319,"[[(1, 79), (2, 76), (3, 77), (4, 74), (5, 72), (7, 71), (8, 72), (9, 71), (11, 71), (12, 69)], [(1, 79), (2, 76), (3, 74), (4, 71), (5, 69), (7, 76), (8, 79), (9, 74), (11, 74), (12, 73)], [(1, 79), (2, 81), (3, 80), (4, 81), (5, 79), (6, 77), (7, 79), (8, 82), (9, 82), (10, 81), (11, 79), (12, 78)], [(1, 79), (2, 78), (3, 76), (4, 72), (5, 69), (7, 81), (8, 78), (9, 79), (11, 79)], [(1, 79), (3, 77), (4, 79), (5, 74), (7, 78), (8, 74), (9, 76), (11, 72), (12, 69)], [(1, 79), (2, 77), (3, 76), (4, 75), (5, 74), (7, 74), (9, 72), (11, 72), (12, 70)], [(1, 79), (2, 77), (3, 76), (4, 78), (5, 79), (7, 77), (9, 79), (11, 81), (12, 78)], [(1, 79), (3, 78), (4, 76), (5, 79), (6, 81), (7, 78), (9, 78), (11, 76), (12, 78)]]"
320,"[[(1, 76), (4, 73), (5, 74), (9, 72)], [(1, 76), (3, 72), (4, 69), (5, 72), (9, 74)], [(1, 76), (3, 78), (4, 76), (5, 74), (9, 62), (10, 66), (11, 69)], [(1, 76), (3, 74), (4, 76), (5, 79), (9, 77)], [(1, 76), (3, 79), (4, 76), (5, 73), (6, 74), (9, 78)], [(1, 76), (3, 76), (4, 77), (5, 72), (6, 71), (7, 73), (9, 74), (10, 78)], [(1, 76), (2, 73), (3, 74), (4, 76), (5, 74), (6, 78), (7, 76), (8, 79), (9, 81), (10, 79)], [(1, 76), (2, 74), (3, 76), (4, 74), (5, 74), (6, 72), (7, 70), (8, 68), (9, 69), (11, 79)]]"
321,"[[(1, 69), (3, 72), (4, 72), (5, 75), (7, 77), (8, 74), (9, 72)], [(1, 69), (2, 73), (3, 69), (4, 68), (5, 69), (7, 71), (8, 74), (9, 70), (10, 74)], [(1, 69), (2, 70), (3, 69), (4, 70), (5, 62), (7, 65), (9, 65), (10, 63), (11, 62), (12, 60)], [(1, 69), (2, 71), (3, 72), (5, 57), (7, 72), (9, 71), (11, 69), (12, 67)], [(1, 69), (3, 69), (4, 67), (5, 71), (7, 72), (9, 71), (11, 69), (12, 67)], [(1, 69), (2, 71), (3, 69), (4, 68), (5, 67), (7, 71), (8, 73), (9, 69), (11, 73), (12, 71)], [(1, 69), (3, 81), (4, 79), (5, 81), (7, 77), (8, 75), (9, 74), (11, 74), (12, 72)], [(1, 69), (3, 66), (4, 67), (5, 69), (7, 71), (8, 73), (9, 74), (11, 76), (12, 74)]]"
322,"[[(1, 78), (2, 76), (3, 74), (5, 74), (7, 71), (8, 72), (9, 71), (11, 71)], [(1, 78), (3, 79), (5, 80), (7, 77), (9, 76), (11, 76)], [(1, 78), (3, 78), (5, 76), (7, 64), (8, 60), (9, 58), (11, 55), (12, 60)], [(1, 78), (3, 76), (4, 78), (5, 79), (7, 76), (8, 79), (9, 77), (11, 79), (12, 77)], [(1, 78), (3, 74), (4, 78), (5, 76), (7, 78), (9, 80), (11, 78), (12, 76)], [(1, 78), (3, 76), (4, 75), (5, 76), (7, 79), (9, 79)], [(1, 78), (3, 76), (4, 78), (5, 79), (6, 77), (7, 76), (8, 74), (9, 72)], [(1, 78), (3, 81), (4, 78), (5, 79), (7, 83), (8, 81), (9, 79), (11, 76)]]"
323,"[[(1, 65), (3, 67), (4, 65), (5, 75), (6, 78), (7, 79), (8, 75), (9, 74)], [(1, 65), (3, 67), (4, 69), (5, 67), (7, 67), (8, 71), (9, 72)], [(1, 65), (2, 81), (3, 79), (4, 77), (5, 79), (7, 78), (8, 76), (9, 78)], [(1, 65), (3, 65), (4, 69), (5, 67), (7, 71), (8, 74), (9, 72)], [(1, 65), (2, 70), (3, 68), (4, 67), (5, 69), (7, 71), (8, 55), (9, 55)], [(1, 65), (2, 69), (3, 74), (5, 76), (7, 79), (8, 78), (9, 78), (11, 79)], [(1, 65), (3, 77), (4, 76), (5, 74), (7, 73), (8, 71), (9, 67), (11, 71)], [(1, 65), (3, 77), (4, 74), (5, 72), (6, 76), (7, 79), (8, 76), (9, 74)]]"
